./input/Dataset_preproc/01_istance_K3_N15_M45_01.cnf
p,var,value,nb_vars,nb_cls,MC,edge_count,node_count,time,WMC,logWMC,obj
10,10,1,15,54,4,0,0,4.026281043887138,393.82397,2.5953021458344065,0.33287323409808095
11,15,0,15,55,2,0,0,4.342613775283098,237.064601,2.3748667090261986,0.3009778723347843
12,3,0,15,56,2,0,0,4.630144365131855,237.064601,2.3748667090261986,0.27833347671688685
13,1,0,15,57,2,0,0,4.984697122126818,237.064601,2.3748667090261986,0.25767092555257176
14,2,0,15,58,1,0,0,5.3143285401165485,169.231094,2.228480161965162,0.21180481270703028
15,7,1,15,59,0,0,0,5.563027705997229,0,0,0.11549896623052901
./input/Dataset_preproc/01_istance_K3_N15_M45_07.cnf
p,var,value,nb_vars,nb_cls,MC,edge_count,node_count,time,WMC,logWMC,obj
0,-1,-1,15,45,343,193,161,0.00103,200490.808429,5.302094467030676,0
1,14,0,15,45,262,120,98,0.5329310558736324,199650.791754,5.300271036812908,0.7599761909011856
2,12,1,15,46,262,123,101,1.0074233040213585,199650.791754,5.300271036812908,0.6188989847554475
3,15,0,15,47,194,91,75,1.3653251267969608,129547.342224,5.112428507485555,0.5599147233255132
4,10,0,15,48,156,51,41,1.6878368146717548,100023.682088,5.000102837824792,0.5160386830003647
5,4,1,15,49,132,37,31,2.081702269613743,88337.832912,4.946146741018091,0.5128105498283182
6,7,1,15,50,56,26,22,2.4486628361046314,86352.516626,4.936274999006643,0.49038209919230774
7,9,0,15,51,20,6,5,2.8524310924112797,42280.131254,4.626136326856757,0.4195151798579435
8,5,1,15,52,16,0,0,3.2943520061671734,41174.670511,4.614630132533302,0.35973448489278154
9,8,1,15,53,8,0,0,3.746898040175438,28197.638842,4.4502127437512,0.2934984593935128
10,6,0,15,54,8,0,0,4.12912405654788,28197.638842,4.4502127437512,0.2884467699377695
11,13,1,15,55,4,0,0,4.550123296678066,12366.701762,4.092253887376891,0.28068623659495967
12,11,1,15,56,4,0,0,4.909385688602924,12366.701762,4.092253887376891,0.260693092387604
13,1,0,15,57,2,0,0,5.279153671115637,3753.675057,3.574456674502738,0.23057533675652053
14,2,0,15,58,0,0,0,5.594447534531355,0,0,0.21180481270703028
./input/Dataset_preproc/01_istance_K3_N15_M45_08.cnf
p,var,value,nb_vars,nb_cls,MC,edge_count,node_count,time,WMC,logWMC,obj
0,-1,-1,15,44,280,332,277,0.001085,308314.963096,5.488994602353277,0
1,14,0,15,44,252,289,240,0.511966947466135,303525.052205,5.482194542480051,0.7599761909011856
2,7,1,15,45,181,165,138,0.9500540532171726,300004.594877,5.477127906434477,0.6897682274353341
3,12,1,15,46,165,124,103,1.285020250827074,287389.856868,5.4584714360877244,0.5892240728975995
4,3,0,15,47,107,110,90,1.6444856263697147,256791.821252,5.409581187458772,0.5873175901708131
5,15,0,15,48,106,66,54,2.019535679370165,254659.191362,5.405959355696804,0.5110074052158659
6,5,1,15,49,52,32,27,2.3900384046137333,175812.05281,5.245048644852916,0.506000154574462
7,9,0,15,50,44,24,20,2.77478688955307,156493.250099,5.194495610202106,0.4579404300296285
8,13,0,15,51,18,21,18,3.1035390086472034,69139.044834,4.839723375406149,0.42648517911577494
9,1,1,15,52,10,6,5,3.4739503487944603,49494.523254,4.694557145354627,0.3979823917702066
10,10,0,15,53,5,6,5,3.855990707874298,30086.853631,4.478376773245519,0.3890447883557437
11,6,0,15,54,5,6,5,4.273572776466608,30086.853631,4.478376773245519,0.3296534513574509
12,2,0,15,55,0,0,0,4.580401372164488,0,0,0.3059402850212659
./input/Dataset_preproc/01_istance_K3_N15_M45_09.cnf
p,var,value,nb_vars,nb_cls,MC,edge_count,node_count,time,WMC,logWMC,obj
0,-1,-1,15,45,228,337,285,0.001212,169578.957184,5.229371960268229,0
