./input/Dataset_preproc/01_istance_K3_N15_M45_01.cnf
p,var,value,nb_vars,nb_cls,MC,edge_count,node_count,time,WMC,logWMC,obj
11,11,1,15,12,16,0,0,39.508435379713774,66156.988525,4.820575727851298,66156.988525
12,8,1,15,11,8,0,0,41.07663083821535,45306.273157,4.6561583390735155,45306.273157
13,10,0,15,12,4,0,0,42.16798137128353,27540.889768,4.4399779669699395,27540.889768
14,13,0,15,13,2,0,0,42.99531842023134,15462.219922,4.189271846028832,15462.219922
15,4,1,15,14,1,0,0,43.60655368492007,8524.550206,3.9306714729189993,8524.550206
./input/Dataset_preproc/01_istance_K3_N15_M45_09.cnf
p,var,value,nb_vars,nb_cls,MC,edge_count,node_count,time,WMC,logWMC,obj
0,-1,-1,15,45,228,337,285,0.001188,169578.957184,5.229371960268229,0
1,7,1,15,45,169,213,177,4.970634959638119,169334.444898,5.228745308419473,169334.444898
2,1,1,15,38,163,201,168,10.214525010436773,168910.511766,5.227656677752853,168910.511766
3,14,0,15,33,125,142,118,14.688394956290722,166666.498792,5.221848312173888,166666.498792
4,5,1,15,28,110,90,75,18.87795016914606,161472.426689,5.20809837212107,161472.426689
5,3,0,15,25,81,72,59,22.731675423681736,146930.969286,5.16711334359477,146930.969286
6,11,1,15,22,76,50,41,26.382903579622507,130603.306679,5.115954172760367,130603.306679
7,6,1,15,17,56,37,30,29.577795054763556,103339.573082,5.0142666630494475,103339.573082
8,9,1,15,14,42,22,18,32.539664670825005,91171.59565,4.959859555720148,91171.59565
9,13,1,15,13,32,16,13,34.99543859064579,81424.730797,4.910756331393243,81424.730797
10,2,0,15,12,22,10,8,37.32441072538495,73810.74243,4.8681195737275775,73810.74243
11,10,0,15,12,14,9,7,39.3812834918499,61902.431803,4.791707710375194,61902.431803
12,8,1,15,12,8,0,0,40.892923042178154,46660.192289,4.668946524210832,46660.192289
13,12,1,15,12,4,0,0,42.12261339277029,34017.599535,4.5317036642005615,34017.599535
14,15,0,15,13,2,0,0,43.13086748123169,20477.08946,4.311268227631452,20477.08946
15,4,1,15,14,1,0,0,43.74664502218366,11289.321847,4.052667854506765,11289.321847
./input/Dataset_preproc/01_istance_K3_N15_M45_10.cnf
p,var,value,nb_vars,nb_cls,MC,edge_count,node_count,time,WMC,logWMC,obj
0,-1,-1,15,44,302,406,338,0.001285,29837.869043,4.474767803522052,0
1,13,0,15,44,273,392,330,5.303400851786137,29792.426858,4.474105881802118,29792.426858
